Bar 1 Distance,Bar 1 Speed,Bar 2 Distance,Bar 2 Speed,Jump,Grounded,Dead,Scored
8.601719856262207,14.010661125183104,16.942481994628906,14.598471641540527,False,True,False,False
5.087775230407715,14.010661125183104,13.281112670898438,14.598471641540527,False,True,False,False
1.3614187240600586,14.010661125183104,9.398420333862305,14.598471641540527,False,False,False,False
6.708689689636231,14.598471641540527,-1.0,-1.0,False,False,False,True
5.509425163269043,14.598471641540527,-1.0,-1.0,True,False,False,False
1.84614372253418,14.598471641540527,-1.0,-1.0,False,False,False,False
-1.0,-1.0,-1.0,-1.0,False,True,True,False
39.55339050292969,14.685489654541016,54.36782836914063,15.799331665039062,False,True,False,False
35.63626480102539,14.685489654541016,50.153594970703125,15.799331665039062,False,True,False,False
31.71967315673828,14.685489654541016,45.93993377685547,15.799331665039062,False,True,False,False
27.80681610107422,14.685489654541016,41.73030090332031,15.799331665039062,False,True,False,False
24.124549865722656,14.685489654541016,37.76874923706055,15.799331665039062,False,True,False,False
20.446815490722656,14.685489654541016,33.812068939208984,15.799331665039062,False,True,False,False
16.535566329956055,14.685489654541016,29.60416412353516,15.799331665039062,False,True,False,False
12.63211727142334,14.685489654541016,25.404651641845703,15.799331665039062,False,True,False,False
8.940925598144531,14.685489654541016,21.43349838256836,15.799331665039062,False,True,False,False
5.035009384155273,14.685489654541016,17.231332778930664,15.799331665039062,False,True,False,False
1.3583049774169922,14.685489654541016,13.275763511657717,15.799331665039062,False,False,False,False
10.657903671264648,15.799331665039062,-1.0,-1.0,False,False,False,True
9.069154739379885,15.799331665039062,-1.0,-1.0,False,False,False,False
4.854575157165527,15.799331665039062,-1.0,-1.0,False,False,False,False
0.8994913101196289,15.799331665039062,-1.0,-1.0,False,False,False,False
-1.0,-1.0,-1.0,-1.0,False,False,False,True
-1.0,-1.0,-1.0,-1.0,False,False,False,False
-1.0,-1.0,-1.0,-1.0,False,False,False,False
39.5551986694336,14.685489654541016,-1.0,-1.0,False,True,False,False
35.88105773925781,14.685489654541016,-1.0,-1.0,False,True,False,False
31.97735595703125,14.685489654541016,41.46942901611328,15.799331665039062,False,True,False,False
28.2958927154541,14.685489654541016,37.50873565673828,15.799331665039062,False,True,False,False
24.62289810180664,14.685489654541016,33.557159423828125,15.799331665039062,False,True,False,False
20.707984924316406,14.685489654541016,29.345314025878903,15.799331665039062,False,True,False,False
16.790754318237305,14.685489654541016,25.130977630615234,15.799331665039062,False,True,False,False
13.11619758605957,14.685489654541016,21.177717208862305,15.799331665039062,False,True,False,False
9.449378967285156,14.685489654541016,17.232784271240234,15.799331665039062,False,True,False,False
5.532336235046387,14.685489654541016,13.018648147583008,15.799331665039062,False,True,False,False
1.6349725723266602,14.685489654541016,8.825682640075684,15.799331665039062,False,False,False,False
5.909760475158691,15.799331665039062,-1.0,-1.0,False,False,False,True
4.613652229309082,15.799331665039062,-1.0,-1.0,False,False,False,False
0.3888120651245117,15.799331665039062,-1.0,-1.0,False,False,True,False
39.355712890625,14.456073760986328,54.14603042602539,15.60238552093506,False,True,False,False
35.50271224975586,14.456073760986328,49.98750686645508,15.60238552093506,False,True,False,False
31.87435531616211,14.456073760986328,46.07143020629883,15.60238552093506,False,True,False,False
28.032453536987305,14.456073760986328,41.92488098144531,15.60238552093506,False,True,False,False
24.178298950195312,14.456073760986328,37.76510620117188,15.60238552093506,False,True,False,False
20.321502685546875,14.456073760986328,33.60247802734375,15.60238552093506,False,True,False,False
16.448089599609375,14.456073760986328,29.42191696166992,15.60238552093506,False,True,False,False
12.598746299743652,14.456073760986328,25.267333984375,15.60238552093506,False,True,False,False
8.743696212768555,14.456073760986328,21.10659408569336,15.60238552093506,False,True,False,False
5.128391265869141,14.456073760986328,17.204608917236328,15.60238552093506,False,True,False,False
1.2754173278808594,14.456073760986328,13.04610824584961,15.60238552093506,False,False,False,False
10.442103385925291,15.60238552093506,-1.0,-1.0,False,False,False,True
8.89207649230957,15.60238552093506,-1.0,-1.0,False,False,False,False
4.980826377868652,15.60238552093506,-1.0,-1.0,False,False,False,False
0.8309497833251953,15.60238552093506,-1.0,-1.0,False,False,False,False
-1.0,-1.0,-1.0,-1.0,False,False,False,True
-1.0,-1.0,-1.0,-1.0,False,False,False,False
-1.0,-1.0,-1.0,-1.0,False,False,False,False
39.85549545288086,14.456073760986328,-1.0,-1.0,False,True,False,False
36.22608184814453,14.456073760986328,-1.0,-1.0,False,True,False,False
32.37080383300781,14.456073760986328,41.74785614013672,15.60238552093506,False,True,False,False
28.52729797363281,14.456073760986328,37.59957885742188,15.60238552093506,False,True,False,False
24.67562866210937,14.456073760986328,33.44248962402344,15.60238552093506,False,True,False,False
21.044971466064453,14.456073760986328,29.52393341064453,15.60238552093506,False,True,False,False
17.427366256713867,14.456073760986328,25.619468688964844,15.60238552093506,False,True,False,False
13.813309669494627,14.456073760986328,21.718828201293945,15.60238552093506,False,True,False,False
9.975976943969728,14.456073760986328,17.57720947265625,15.60238552093506,False,True,False,False
6.352778911590576,14.456073760986328,13.666706085205078,15.60238552093506,False,True,False,False
2.49295425415039,14.456073760986328,9.500812530517578,15.60238552093506,False,False,False,False
5.599713325500488,15.60238552093506,-1.0,-1.0,False,False,False,False
5.599713325500488,15.60238552093506,-1.0,-1.0,False,False,False,True
1.4434118270874023,15.60238552093506,-1.0,-1.0,False,False,False,False
-1.0,-1.0,-1.0,-1.0,False,True,True,False
39.26264953613281,14.931659698486328,54.20258331298828,15.259297370910645,False,True,False,False
35.534568786621094,14.931659698486328,50.3927116394043,15.259297370910645,False,True,False,False
31.55514144897461,14.931659698486328,46.32596206665039,15.259297370910645,False,True,False,False
27.815933227539062,14.931659698486328,42.50470733642578,15.259297370910645,False,True,False,False
23.83972549438477,14.931659698486328,38.44124984741211,15.259297370910645,False,True,False,False
20.096275329589844,14.931659698486328,34.61565399169922,15.259297370910645,False,True,False,False
16.36319351196289,14.931659698486328,30.80066299438477,15.259297370910645,False,True,False,False
12.625852584838867,14.931659698486328,26.98131561279297,15.259297370910645,False,True,False,False
8.894681930541992,14.931659698486328,23.16827392578125,15.259297370910645,False,True,False,False
4.916271209716797,14.931659698486328,19.10256576538086,15.259297370910645,False,True,False,False
1.1775169372558594,14.931659698486328,15.28177261352539,15.259297370910645,False,False,False,False
13.01213264465332,15.259297370910645,-1.0,-1.0,False,False,False,True
11.219830513000488,15.259297370910645,-1.0,-1.0,False,False,False,False
7.15147066116333,15.259297370910645,-1.0,-1.0,False,False,False,False
3.330983161926269,15.259297370910645,-1.0,-1.0,False,False,False,False
-1.0,-1.0,-1.0,-1.0,False,False,False,False
-1.0,-1.0,-1.0,-1.0,False,False,False,True
-1.0,-1.0,-1.0,-1.0,False,False,False,False
39.00644302368164,14.931659698486328,-1.0,-1.0,False,True,False,False
35.043540954589844,14.931659698486328,-1.0,-1.0,False,True,False,False
31.295793533325195,14.931659698486328,-1.0,-1.0,False,True,False,False
27.310237884521484,14.931659698486328,40.47659683227539,15.259297370910645,False,True,False,False
23.33156967163086,14.931659698486328,36.41062545776367,15.259297370910645,False,True,False,False
19.36289596557617,14.931659698486328,32.35486602783203,15.259297370910645,False,True,False,False
15.613739013671877,14.931659698486328,28.52344512939453,15.259297370910645,False,True,False,False
11.638175964355469,14.931659698486328,24.460649490356445,15.259297370910645,False,True,False,False
7.649320125579834,14.931659698486328,20.384265899658203,15.259297370910645,False,True,False,False
3.669074058532715,14.931659698486328,16.31668472290039,15.259297370910645,False,True,False,False
12.257512092590332,15.259297370910645,-1.0,-1.0,False,False,True,False
