index,building_price_hkd_standardized
0,0.029204775723484473
1,-2.732333595401042
2,0.11376631814637024
3,0.5486542506069256
4,0.4230199590072096
5,1.5875532003738078
6,1.6117136410660609
7,0.6211355726836848
8,0.3263781962381973
9,1.5150718782970487
10,0.47617292853016635
11,1.7880848581195083
12,0.8869004202984687
13,1.0801839458364932
14,0.8216672304293854
15,0.8965645965753699
16,1.164745488259379
17,-0.06743698704552784
18,3.991517049252989
19,3.7499126423304583
20,2.8583923807863196
21,1.3701092341435301
22,3.80548165592264
23,0.5196617217762219
24,1.0246149322443112
25,1.800165078465635
26,2.360687302525906
27,1.031863064451987
28,3.447907133677295
29,2.7230939129097025
30,0.7129452473142465
31,1.8533180479885918
32,0.355370725068901
33,0.5196617217762219
34,3.394754164154338
35,1.660034522450567
36,1.5150718782970487
37,1.0753518576980428
38,1.7518441970811287
39,3.1241572284011037
40,2.162571688849431
41,2.1190828956033756
42,0.4085236945918578
43,0.5486542506069256
44,0.9328052576137495
45,1.0560235051442401
46,0.8385795389139625
47,1.203402193366984
48,1.5513125393354283
49,2.0707620142188694
50,0.3263781962381973
51,0.7854265693910057
52,0.18624764022312948
53,2.2108925702339373
54,1.4184301155280363
55,1.5875532003738078
56,4.341843439290659
57,1.5633927596815549
58,0.449596443768688
59,-0.36944249569869125
60,1.8533180479885918
61,0.5728146912991787
62,1.171993620467055
63,2.2882059804491472
64,0.5969751319914317
65,3.1338214046780046
66,2.4814895059871716
67,2.191564217680135
68,0.4520124878379133
69,0.7902586575294563
70,1.5368162749200764
71,1.5827211122353573
72,0.355370725068901
73,-0.1278380887761605
74,-0.49024469915995667
75,-0.031196326007148216
76,0.6815366744143175
77,-0.007035885314895142
78,-0.7318491060824874
79,-0.398435024529395
80,-0.5820543737905184
81,0.20557599277693192
82,-0.4781644788138301
83,-0.055356766699401296
84,0.5244938099146725
85,-0.29696117362193203
86,-0.36944249569869125
87,-0.26555260072200304
88,-0.3211216143141851
89,-0.5723901975136171
90,-0.06743698704552784
91,-0.36944249569869125
92,0.8385795389139625
93,-0.10367764808390745
94,0.2345685216076356
95,-0.5192372279906603
96,-0.2824649092065802
97,-0.2486402922374259
98,-0.3211216143141851
99,-0.8333229569899503
100,-0.17615897016066667
101,0.18624764022312948
102,-0.6110469026212221
103,0.2345685216076356
104,-0.5917185500674196
105,-0.6400394314519258
106,-1.0217743943895243
107,-0.6110469026212221
108,-0.799498340020796
109,-0.2486402922374259
110,0.6573762337220644
111,-0.04810863449172537
112,-0.1278380887761605
113,0.5728146912991787
114,0.37469907762270344
115,-0.6110469026212221
116,0.37469907762270344
117,-0.36944249569869125
118,0.5003333692224194
119,0.355370725068901
120,-0.36944249569869125
121,0.5196617217762219
122,-0.08676533959933029
123,0.4230199590072096
124,0.47134084039171575
125,-0.007035885314895142
126,0.5969751319914317
127,0.18624764022312948
128,0.5969751319914317
129,0.3263781962381973
130,-0.01911610566102168
131,-0.05294072263017598
132,0.46409270818403986
133,-0.3742745838371419
134,-2.3022777510789374
135,-2.3022777510789374
136,-1.6378656320419778
137,-1.6982667337726105
138,0.11376631814637024
139,-0.8526513095437528
